Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR,Age_Group,Income_Band,High_CTR_Low_Conversion,High_CTR_High_Conversion
57,Male,53730.47,Urban,Native,Technology,Website,3,2024-04-06 20:45:56.905392,0.0573,0.039,55–64,Middle,0,0
35,Female,68535.39,Rural,Video,Food,Social Media,5,2023-11-25 20:45:56.905392,0.1499,0.0706,35–44,Upper-Middle,1,0
42,Female,34127.1,Rural,Banner,Fashion,Social Media,6,2023-08-10 20:45:56.905392,0.2739,0.0143,35–44,Middle,0,0
34,Other,46136.55,Rural,Video,Finance,Website,3,2023-05-23 20:45:56.905392,0.1666,0.0534,25–34,Middle,1,0
43,Female,25636.47,Suburban,Video,Health,Social Media,5,2023-11-10 20:45:56.905392,0.0122,0.0351,35–44,Low,0,0
42,Male,26901.2,Urban,Banner,Travel,Website,6,2023-08-04 20:45:56.905392,0.0409,0.0769,35–44,Low,1,0
33,Male,43784.01,Suburban,Banner,Technology,Search Engine,6,2024-01-18 20:45:56.905392,0.3696,0.0442,25–34,Middle,0,0
42,Male,57656.92,Rural,Text,Fashion,Website,4,2023-08-23 20:45:56.905392,0.0299,0.0657,35–44,Middle,1,0
60,Male,7076.0,Rural,Banner,Technology,Website,6,2023-11-16 20:45:56.905392,0.0065,0.054,55–64,Low,1,0
45,Female,62980.6,Rural,Native,Travel,Website,4,2024-03-09 20:45:56.905392,0.2631,0.0859,45–54,Upper-Middle,0,1
39,Female,93335.21,Suburban,Video,Travel,Website,2,2023-05-08 20:45:56.905392,0.2683,0.0319,35–44,High,0,0
36,Female,60395.21,Urban,Video,Travel,Search Engine,7,2023-04-29 20:45:56.905392,0.2211,0.0304,35–44,Upper-Middle,0,0
19,Female,28311.54,Rural,Banner,Technology,Website,7,2024-04-13 20:45:56.905392,0.2399,0.0566,18–24,Low,0,1
19,Male,38896.68,Rural,Video,Technology,Website,4,2023-09-23 20:45:56.905392,0.2412,0.0116,18–24,Middle,0,0
39,Male,61883.04,Urban,Text,Technology,Search Engine,2,2024-03-25 20:45:56.905392,0.0339,0.0382,35–44,Upper-Middle,0,0
14,Male,66710.23,Urban,Native,Finance,Search Engine,4,2023-10-06 20:45:56.905392,0.1577,0.027,18–24,Upper-Middle,0,0
23,Male,50476.08,Rural,Text,Travel,Search Engine,8,2023-10-02 20:45:56.905392,0.0418,0.0072,18–24,Middle,0,0
54,Male,47086.72,Urban,Banner,Finance,Search Engine,4,2023-11-28 20:45:56.905392,0.2944,0.0704,45–54,Middle,0,1
63,Male,14930.08,Rural,Video,Travel,Search Engine,4,2023-07-21 20:45:56.905392,0.2281,0.0632,55–64,Low,0,1
10,Female,70427.44,Urban,Text,Food,Search Engine,5,2024-04-05 20:45:56.905392,0.078,0.0731,18–24,Upper-Middle,1,0
59,Other,9113.35,Rural,Text,Finance,Website,5,2023-09-22 20:45:56.905392,0.2135,0.0313,55–64,Low,0,0
31,Male,32410.34,Urban,Native,Finance,Social Media,9,2024-04-14 20:45:56.905392,0.4907,0.0779,25–34,Middle,0,1
34,Female,32460.93,Urban,Native,Finance,Social Media,4,2024-02-11 20:45:56.905392,0.1298,0.0885,25–34,Middle,1,0
33,Female,45475.45,Suburban,Native,Health,Search Engine,4,2023-10-03 20:45:56.905392,0.0482,0.1053,25–34,Middle,1,0
51,Female,95033.41,Rural,Native,Finance,Website,4,2023-10-04 20:45:56.905392,0.1907,0.0595,45–54,High,0,1
10,Female,75786.94,Rural,Native,Travel,Website,8,2024-01-02 20:45:56.905392,0.5489,0.0475,18–24,Upper-Middle,0,0
41,Male,27003.81,Suburban,Video,Technology,Search Engine,4,2023-07-12 20:45:56.905392,0.1629,0.0715,35–44,Low,1,0
20,Male,11533.35,Urban,Native,Technology,Social Media,6,2024-04-16 20:45:56.905392,0.1199,0.0372,18–24,Low,0,0
43,Male,59591.91,Rural,Banner,Food,Social Media,2,2023-07-07 20:45:56.905392,0.0753,0.0511,35–44,Middle,1,0
58,Male,29046.26,Suburban,Banner,Technology,Website,9,2023-11-28 20:45:56.905392,0.1524,0.0568,55–64,Low,1,0
34,Male,46792.6,Suburban,Native,Travel,Social Media,6,2024-03-07 20:45:56.905392,0.3004,0.0308,25–34,Middle,0,0
40,Male,22260.01,Rural,Text,Fashion,Search Engine,2,2023-10-27 20:45:56.905392,0.4098,0.0179,35–44,Low,0,0
41,Male,41067.89,Rural,Banner,Food,Social Media,4,2023-06-01 20:45:56.905392,0.1599,0.0574,35–44,Middle,1,0
23,Male,46659.81,Urban,Video,Food,Social Media,0,2023-10-11 20:45:56.905392,0.2271,0.0389,18–24,Middle,0,0
57,Other,24825.79,Urban,Banner,Health,Search Engine,5,2024-02-26 20:45:56.905392,0.2963,0.0395,55–64,Low,0,0
60,Male,36657.05,Rural,Banner,Food,Social Media,7,2023-05-16 20:45:56.905392,0.0423,0.0872,55–64,Middle,1,0
45,Other,46122.57,Urban,Video,Finance,Search Engine,3,2023-10-24 20:45:56.905392,0.2924,0.0509,45–54,Middle,0,1
36,Male,77714.21,Urban,Banner,Travel,Search Engine,6,2024-04-03 20:45:56.905392,0.2098,0.0694,35–44,Upper-Middle,0,1
28,Female,56530.2,Suburban,Text,Finance,Website,3,2023-05-10 20:45:56.905392,0.5386,0.0971,25–34,Middle,0,1
25,Female,56215.88,Rural,Native,Technology,Website,3,2023-12-28 20:45:56.905392,0.1645,0.0623,25–34,Middle,1,0
60,Male,90186.62,Rural,Banner,Technology,Website,4,2024-02-10 20:45:56.905392,0.404,0.0589,55–64,High,0,1
56,Female,66622.81,Urban,Video,Finance,Website,5,2023-10-14 20:45:56.905392,0.0269,0.0784,55–64,Upper-Middle,1,0
34,Other,42733.12,Suburban,Banner,Finance,Social Media,7,2023-08-12 20:45:56.905392,0.269,0.068,25–34,Middle,0,1
11,Male,68405.07,Suburban,Text,Travel,Search Engine,8,2024-01-06 20:45:56.905392,0.058,0.0648,18–24,Upper-Middle,1,0
-7,Male,83964.11,Rural,Native,Food,Website,4,2024-02-24 20:45:56.905392,0.3089,0.0966,,Upper-Middle,0,1
18,Other,71570.86,Rural,Native,Finance,Social Media,10,2024-02-18 20:45:56.905392,0.2558,0.0565,18–24,Upper-Middle,0,1
33,Female,26003.2,Urban,Native,Finance,Social Media,6,2023-08-07 20:45:56.905392,0.0921,0.0322,25–34,Low,0,0
56,Other,70874.18,Suburban,Text,Finance,Social Media,5,2023-09-18 20:45:56.905392,0.1978,0.0616,55–64,Upper-Middle,0,1
25,Male,68258.62,Rural,Video,Fashion,Website,2,2024-01-25 20:45:56.905392,0.4778,0.0324,25–34,Upper-Middle,0,0
42,Male,47926.48,Urban,Native,Health,Social Media,4,2023-06-18 20:45:56.905392,0.4194,0.0241,35–44,Middle,0,0
54,Male,68165.44,Suburban,Text,Fashion,Search Engine,4,2024-01-21 20:45:56.905392,0.2163,0.0174,45–54,Upper-Middle,0,0
36,Female,47804.9,Rural,Banner,Travel,Website,2,2023-12-23 20:45:56.905392,0.3243,0.08,35–44,Middle,0,1
32,Male,27990.38,Rural,Native,Technology,Social Media,9,2024-02-01 20:45:56.905392,0.1368,0.0234,25–34,Low,0,0
15,Female,29921.83,Rural,Text,Technology,Social Media,3,2023-05-11 20:45:56.905392,0.0856,0.0373,18–24,Low,0,0
16,Male,38748.52,Suburban,Banner,Fashion,Search Engine,7,2024-02-13 20:45:56.905392,0.2364,0.0792,18–24,Middle,0,1
41,Male,35963.08,Urban,Banner,Technology,Search Engine,5,2023-05-18 20:45:56.905392,0.2217,0.0259,35–44,Middle,0,0
31,Male,71602.38,Urban,Video,Finance,Search Engine,2,2023-12-31 20:45:56.905392,0.3561,0.0718,25–34,Upper-Middle,0,1
36,Male,54500.58,Rural,Banner,Fashion,Website,4,2023-06-18 20:45:56.905392,0.3123,0.0422,35–44,Middle,0,0
34,Male,63040.81,Rural,Native,Technology,Website,7,2023-05-16 20:45:56.905392,0.2986,0.0699,25–34,Upper-Middle,0,1
44,Female,45171.77,Rural,Banner,Finance,Search Engine,6,2023-09-29 20:45:56.905392,0.2177,0.0407,35–44,Middle,0,0
23,Male,23808.03,Suburban,Banner,Travel,Social Media,8,2023-10-20 20:45:56.905392,0.3928,0.0645,18–24,Low,0,1
29,Other,45846.04,Rural,Native,Technology,Website,6,2023-07-29 20:45:56.905392,0.2208,0.0307,25–34,Middle,0,0
63,Female,52524.32,Rural,Banner,Finance,Website,7,2023-07-18 20:45:56.905392,0.1096,0.046,55–64,Middle,0,0
23,Male,38400.71,Urban,Video,Food,Search Engine,6,2023-07-28 20:45:56.905392,0.1505,0.0309,18–24,Middle,0,0
30,Female,52384.26,Urban,Native,Food,Website,4,2023-06-23 20:45:56.905392,0.1463,0.0641,25–34,Middle,1,0
26,Female,26535.23,Urban,Native,Fashion,Social Media,3,2023-04-28 20:45:56.905392,0.1236,0.0433,25–34,Low,0,0
41,Female,68208.36,Rural,Video,Fashion,Search Engine,6,2023-11-28 20:45:56.905392,0.0922,0.0475,35–44,Upper-Middle,0,0
50,Female,27813.66,Suburban,Banner,Travel,Social Media,6,2023-11-11 20:45:56.905392,0.2328,0.0304,45–54,Low,0,0
27,Male,77453.18,Urban,Text,Fashion,Search Engine,4,2024-01-08 20:45:56.905392,0.2453,0.0132,25–34,Upper-Middle,0,0
28,Female,61851.93,Suburban,Video,Technology,Search Engine,4,2024-02-26 20:45:56.905392,0.2039,0.0416,25–34,Upper-Middle,0,0
30,Female,39280.68,Urban,Text,Fashion,Search Engine,5,2024-01-29 20:45:56.905392,0.2922,0.0689,25–34,Middle,0,1
42,Male,65759.19,Urban,Text,Technology,Social Media,5,2023-05-25 20:45:56.905392,0.1943,0.0379,35–44,Upper-Middle,0,0
23,Male,39644.05,Suburban,Video,Travel,Search Engine,4,2023-07-31 20:45:56.905392,0.2063,0.0757,18–24,Middle,0,1
29,Other,47280.92,Rural,Native,Fashion,Website,5,2024-01-26 20:45:56.905392,0.1721,0.0491,25–34,Middle,0,0
0,Other,67448.65,Urban,Native,Food,Social Media,2,2023-12-21 20:45:56.905392,0.0243,0.0481,,Upper-Middle,0,0
14,Male,74534.2,Urban,Native,Food,Search Engine,5,2024-03-19 20:45:56.905392,0.0318,0.0309,18–24,Upper-Middle,0,0
33,Female,44546.75,Rural,Text,Finance,Search Engine,4,2024-03-22 20:45:56.905392,0.2364,0.0606,25–34,Middle,0,1
48,Female,24525.06,Suburban,Video,Food,Social Media,6,2023-07-10 20:45:56.905392,0.4889,0.0482,45–54,Low,0,0
39,Female,56306.5,Rural,Video,Technology,Website,1,2024-03-21 20:45:56.905392,0.1921,0.038,35–44,Middle,0,0
18,Other,42632.19,Suburban,Native,Fashion,Search Engine,1,2023-11-29 20:45:56.905392,0.1284,0.0562,18–24,Middle,1,0
13,Other,42995.62,Rural,Video,Finance,Website,2,2023-06-29 20:45:56.905392,0.1617,0.0691,18–24,Middle,1,0
37,Male,44608.28,Urban,Native,Food,Social Media,2,2023-08-02 20:45:56.905392,0.3818,0.0627,35–44,Middle,0,1
10,Other,42331.53,Urban,Native,Food,Search Engine,4,2023-09-01 20:45:56.905392,0.388,0.0588,18–24,Middle,0,1
50,Male,35031.74,Urban,Text,Travel,Search Engine,4,2024-03-16 20:45:56.905392,0.169,0.058,45–54,Middle,1,0
35,Male,12069.37,Rural,Native,Food,Search Engine,5,2024-03-20 20:45:56.905392,0.3299,0.0588,35–44,Low,0,1
10,Female,59436.13,Urban,Video,Travel,Search Engine,7,2023-04-27 20:45:56.905392,0.1782,0.0395,18–24,Middle,0,0
20,Other,66744.15,Urban,Video,Finance,Website,2,2024-03-08 20:45:56.905392,0.1725,0.0521,18–24,Upper-Middle,1,0
24,Male,13786.57,Suburban,Banner,Travel,Website,1,2023-09-30 20:45:56.905392,0.2612,0.0921,18–24,Low,0,1
23,Female,-200.57,Suburban,Native,Food,Search Engine,5,2023-11-20 20:45:56.905392,0.0477,0.0757,18–24,,1,0
12,Male,70456.85,Urban,Native,Health,Website,10,2023-12-17 20:45:56.905392,0.0673,0.0208,18–24,Upper-Middle,0,0
21,Female,44857.43,Urban,Text,Technology,Website,5,2023-04-26 20:45:56.905392,0.0029,0.044,18–24,Middle,0,0
24,Female,59122.73,Suburban,Text,Travel,Social Media,5,2023-09-02 20:45:56.905392,0.1232,0.0678,18–24,Middle,1,0
24,Male,52029.49,Suburban,Native,Health,Social Media,10,2023-04-24 20:45:56.905392,0.5356,0.042,18–24,Middle,0,0
51,Male,10120.77,Rural,Native,Travel,Social Media,11,2023-12-20 20:45:56.905392,0.2169,0.0668,45–54,Low,0,1
36,Female,80540.72,Suburban,Text,Finance,Search Engine,4,2023-11-12 20:45:56.905392,0.229,0.0568,35–44,Upper-Middle,0,1
20,Male,104672.07,Urban,Video,Food,Website,5,2023-07-20 20:45:56.905392,0.1846,0.0614,18–24,High,0,1
29,Female,60483.26,Rural,Banner,Food,Search Engine,7,2024-03-24 20:45:56.905392,0.0627,0.0268,25–34,Upper-Middle,0,0
21,Female,51412.6,Suburban,Text,Technology,Social Media,3,2023-06-01 20:45:56.905392,0.1939,0.0337,18–24,Middle,0,0
30,Female,80729.67,Rural,Video,Finance,Search Engine,6,2023-10-19 20:45:56.905392,0.127,0.0167,25–34,Upper-Middle,0,0
48,Male,59127.65,Urban,Native,Finance,Website,5,2023-07-16 20:45:56.905392,0.3522,0.0636,45–54,Middle,0,1
38,Male,45047.53,Urban,Banner,Technology,Social Media,9,2023-06-07 20:45:56.905392,0.2345,0.0474,35–44,Middle,0,0
69,Male,68965.16,Urban,Text,Finance,Search Engine,5,2023-09-20 20:45:56.905392,0.2078,0.0329,65+,Upper-Middle,0,0
40,Male,58368.15,Urban,Banner,Fashion,Social Media,6,2023-12-29 20:45:56.905392,0.086,0.0722,35–44,Middle,1,0
21,Female,59305.11,Rural,Native,Food,Search Engine,5,2024-04-19 20:45:56.905392,0.2942,0.0766,18–24,Middle,0,1
47,Male,41628.82,Urban,Native,Technology,Search Engine,4,2023-10-12 20:45:56.905392,0.2978,0.0335,45–54,Middle,0,0
51,Female,14150.84,Rural,Native,Finance,Website,6,2023-10-18 20:45:56.905392,0.4107,0.0378,45–54,Low,0,0
51,Female,48367.42,Urban,Video,Travel,Social Media,8,2023-05-17 20:45:56.905392,0.1521,0.05,45–54,Middle,0,0
18,Female,52462.08,Rural,Text,Food,Website,3,2023-08-11 20:45:56.905392,0.1296,0.0586,18–24,Middle,1,0
32,Male,7972.54,Suburban,Text,Health,Social Media,3,2023-07-09 20:45:56.905392,0.3128,0.0401,25–34,Low,0,0
51,Male,56151.5,Rural,Banner,Food,Social Media,6,2023-12-07 20:45:56.905392,0.3761,0.0445,45–54,Middle,0,0
9,Male,69406.84,Urban,Video,Health,Social Media,14,2023-10-17 20:45:56.905392,0.067,0.0261,18–24,Upper-Middle,0,0
27,Female,27160.74,Rural,Native,Finance,Search Engine,10,2024-03-11 20:45:56.905392,0.0849,0.0739,25–34,Low,1,0
13,Female,45217.92,Urban,Text,Health,Website,5,2023-11-03 20:45:56.905392,0.5754,0.0574,18–24,Middle,0,1
21,Male,53615.17,Rural,Video,Finance,Search Engine,10,2023-12-07 20:45:56.905392,0.0502,0.0203,18–24,Middle,0,0
19,Female,77051.29,Suburban,Native,Health,Search Engine,9,2024-04-06 20:45:56.905392,0.3511,0.0493,18–24,Upper-Middle,0,0
53,Other,7220.58,Rural,Video,Technology,Search Engine,4,2023-10-28 20:45:56.905392,0.0872,0.0705,45–54,Low,1,0
31,Male,13598.98,Rural,Video,Health,Search Engine,1,2023-11-06 20:45:56.905392,0.0952,0.0063,25–34,Low,0,0
22,Female,78442.31,Rural,Banner,Fashion,Search Engine,3,2023-09-13 20:45:56.905392,0.1879,0.0343,18–24,Upper-Middle,0,0
19,Male,32948.15,Suburban,Video,Travel,Search Engine,3,2023-09-01 20:45:56.905392,0.1326,0.0813,18–24,Middle,1,0
37,Male,46404.9,Suburban,Native,Health,Website,3,2023-08-11 20:45:56.905392,0.2896,0.0,35–44,Middle,0,0
34,Male,33137.78,Rural,Banner,Health,Search Engine,1,2023-10-18 20:45:56.905392,0.2774,0.0776,25–34,Middle,0,1
55,Male,30197.17,Urban,Native,Food,Search Engine,6,2024-02-19 20:45:56.905392,0.2275,0.0401,55–64,Middle,0,0
42,Male,85037.59,Suburban,Banner,Health,Search Engine,4,2023-07-30 20:45:56.905392,0.3362,0.053,35–44,Upper-Middle,0,1
13,Male,37942.16,Urban,Video,Fashion,Website,2,2023-12-02 20:45:56.905392,0.2124,0.0384,18–24,Middle,0,0
25,Female,75745.65,Rural,Video,Technology,Social Media,4,2023-04-28 20:45:56.905392,0.1676,0.0639,25–34,Upper-Middle,1,0
51,Male,45616.79,Rural,Native,Fashion,Social Media,11,2024-03-12 20:45:56.905392,0.3301,0.0515,45–54,Middle,0,1
25,Male,69926.49,Urban,Banner,Fashion,Search Engine,6,2024-01-20 20:45:56.905392,0.0412,0.0472,25–34,Upper-Middle,0,0
61,Male,28293.89,Rural,Video,Technology,Search Engine,8,2024-02-13 20:45:56.905392,0.1234,0.0556,55–64,Low,1,0
18,Female,61628.29,Rural,Native,Fashion,Search Engine,5,2023-08-16 20:45:56.905392,0.1958,0.0441,18–24,Upper-Middle,0,0
43,Male,45168.94,Urban,Video,Finance,Social Media,4,2023-12-18 20:45:56.905392,0.1142,0.0516,35–44,Middle,1,0
22,Male,44101.79,Rural,Native,Food,Website,7,2023-08-04 20:45:56.905392,0.2737,0.0458,18–24,Middle,0,0
27,Male,47226.2,Rural,Banner,Health,Social Media,4,2023-07-05 20:45:56.905392,0.1865,0.0059,25–34,Middle,0,0
51,Male,68193.73,Urban,Banner,Fashion,Website,2,2023-10-06 20:45:56.905392,0.1191,0.0263,45–54,Upper-Middle,0,0
33,Female,45404.09,Urban,Banner,Travel,Social Media,3,2024-01-08 20:45:56.905392,0.2172,0.0755,25–34,Middle,0,1
47,Female,39755.26,Rural,Native,Technology,Search Engine,3,2023-12-17 20:45:56.905392,0.1375,0.0155,45–54,Middle,0,0
42,Female,62514.52,Urban,Video,Health,Website,3,2023-08-03 20:45:56.905392,0.09,0.0492,35–44,Upper-Middle,0,0
46,Male,38154.23,Suburban,Native,Fashion,Search Engine,2,2024-03-12 20:45:56.905392,0.1307,0.0598,45–54,Middle,1,0
21,Female,35261.69,Urban,Native,Health,Website,4,2024-01-24 20:45:56.905392,0.0384,0.0633,18–24,Middle,1,0
31,Male,48777.21,Rural,Native,Fashion,Social Media,3,2023-10-02 20:45:56.905392,0.2619,0.0207,25–34,Middle,0,0
41,Female,40057.06,Rural,Banner,Travel,Website,7,2023-10-25 20:45:56.905392,0.4565,0.0682,35–44,Middle,0,1
22,Male,58642.05,Urban,Video,Fashion,Search Engine,2,2023-12-26 20:45:56.905392,0.2844,0.023,18–24,Middle,0,0
59,Other,69557.53,Suburban,Native,Food,Search Engine,6,2024-03-05 20:45:56.905392,0.3954,0.0179,55–64,Upper-Middle,0,0
23,Male,52416.59,Urban,Native,Finance,Search Engine,4,2024-02-08 20:45:56.905392,0.0268,0.0758,18–24,Middle,1,0
30,Female,54989.79,Rural,Video,Finance,Website,7,2024-03-07 20:45:56.905392,0.3387,0.0501,25–34,Middle,0,0
19,Female,51347.93,Rural,Video,Finance,Social Media,8,2023-07-27 20:45:56.905392,0.2678,0.1002,18–24,Middle,0,1
2,Male,46465.18,Suburban,Native,Food,Search Engine,2,2024-03-11 20:45:56.905392,0.1175,0.0533,18–24,Middle,1,0
61,Male,69742.86,Suburban,Native,Finance,Social Media,6,2023-12-26 20:45:56.905392,0.1842,0.0614,55–64,Upper-Middle,0,1
31,Male,55623.01,Suburban,Video,Travel,Website,6,2023-06-07 20:45:56.905392,0.1171,0.0554,25–34,Middle,1,0
28,Female,88056.27,Rural,Video,Health,Website,2,2023-10-15 20:45:56.905392,0.0905,0.0841,25–34,Upper-Middle,1,0
32,Male,45145.1,Suburban,Banner,Travel,Social Media,3,2023-09-29 20:45:56.905392,0.3451,0.0292,25–34,Middle,0,0
56,Female,31765.14,Urban,Video,Fashion,Website,4,2023-10-25 20:45:56.905392,0.1571,0.0505,55–64,Middle,1,0
20,Female,23443.43,Rural,Banner,Health,Website,7,2024-01-07 20:45:56.905392,0.0766,0.0486,18–24,Low,0,0
45,Female,50465.17,Urban,Native,Technology,Search Engine,6,2023-05-09 20:45:56.905392,0.0851,0.0582,45–54,Middle,1,0
28,Other,16731.83,Suburban,Banner,Fashion,Social Media,4,2024-03-24 20:45:56.905392,0.2018,0.035,25–34,Low,0,0
26,Female,61394.47,Rural,Native,Finance,Search Engine,7,2023-12-03 20:45:56.905392,0.2582,0.0371,25–34,Upper-Middle,0,0
43,Male,34223.79,Rural,Banner,Food,Social Media,4,2023-11-19 20:45:56.905392,0.0956,0.0637,35–44,Middle,1,0
49,Male,54114.07,Suburban,Video,Food,Search Engine,4,2024-03-11 20:45:56.905392,0.204,0.0636,45–54,Middle,0,1
27,Other,56858.33,Urban,Banner,Fashion,Website,10,2024-03-04 20:45:56.905392,0.2745,0.0352,25–34,Middle,0,0
23,Male,34881.97,Urban,Banner,Finance,Website,7,2024-03-05 20:45:56.905392,0.2113,0.0385,18–24,Middle,0,0
17,Male,68381.42,Suburban,Text,Travel,Social Media,6,2024-02-26 20:45:56.905392,0.0726,0.0586,18–24,Upper-Middle,1,0
51,Female,80683.67,Suburban,Text,Fashion,Search Engine,7,2023-07-02 20:45:56.905392,0.1547,0.0816,45–54,Upper-Middle,1,0
26,Female,71263.19,Suburban,Video,Technology,Search Engine,4,2023-07-11 20:45:56.905392,0.1317,0.0465,25–34,Upper-Middle,0,0
7,Male,35821.04,Urban,Native,Food,Social Media,4,2023-12-15 20:45:56.905392,0.3636,0.0383,18–24,Middle,0,0
56,Male,87081.81,Rural,Native,Technology,Website,5,2023-07-20 20:45:56.905392,0.1407,0.0547,55–64,Upper-Middle,1,0
14,Male,63648.58,Suburban,Video,Health,Website,4,2024-01-05 20:45:56.905392,0.1497,0.0555,18–24,Upper-Middle,1,0
46,Male,32447.04,Urban,Banner,Health,Social Media,3,2023-09-24 20:45:56.905392,0.1546,0.0738,45–54,Middle,1,0
37,Female,30394.77,Rural,Text,Travel,Social Media,6,2024-02-23 20:45:56.905392,0.3277,0.0319,35–44,Middle,0,0
39,Male,97880.74,Rural,Banner,Health,Website,6,2023-07-14 20:45:56.905392,0.2917,0.0936,35–44,High,0,1
26,Female,83055.36,Rural,Banner,Health,Website,5,2023-08-09 20:45:56.905392,0.1047,0.0792,25–34,Upper-Middle,1,0
40,Female,90363.22,Suburban,Native,Food,Search Engine,7,2024-01-05 20:45:56.905392,0.4696,0.0909,35–44,High,0,1
9,Female,51339.37,Suburban,Banner,Fashion,Website,5,2023-04-25 20:45:56.905392,0.1036,0.0447,18–24,Middle,0,0
43,Female,104729.51,Urban,Video,Travel,Search Engine,4,2023-09-22 20:45:56.905392,0.3512,0.0798,35–44,High,0,1
58,Male,29740.07,Suburban,Banner,Technology,Social Media,3,2023-11-07 20:45:56.905392,0.0708,0.0684,55–64,Low,1,0
48,Female,55433.23,Suburban,Text,Technology,Social Media,3,2024-04-09 20:45:56.905392,0.109,0.0676,45–54,Middle,1,0
4,Female,47820.05,Rural,Banner,Finance,Social Media,9,2024-03-01 20:45:56.905392,0.3845,0.0286,18–24,Middle,0,0
20,Male,48854.81,Rural,Video,Food,Website,4,2024-01-25 20:45:56.905392,0.166,0.0454,18–24,Middle,0,0
32,Other,28821.37,Urban,Banner,Travel,Search Engine,3,2023-05-03 20:45:56.905392,0.1095,0.0528,25–34,Low,1,0
42,Female,43469.43,Rural,Video,Finance,Website,3,2024-03-27 20:45:56.905392,0.2292,0.0698,35–44,Middle,0,1
33,Male,56600.92,Suburban,Native,Health,Search Engine,7,2024-04-02 20:45:56.905392,0.1863,0.0388,25–34,Middle,0,0
27,Male,49990.4,Suburban,Text,Food,Social Media,8,2024-03-05 20:45:56.905392,0.416,0.0623,25–34,Middle,0,1
43,Female,66362.32,Urban,Banner,Fashion,Social Media,7,2024-03-01 20:45:56.905392,0.1332,0.0467,35–44,Upper-Middle,0,0
52,Female,58564.27,Rural,Native,Food,Website,2,2024-03-21 20:45:56.905392,0.0593,0.0735,45–54,Middle,1,0
31,Male,-78.95,Urban,Native,Food,Search Engine,9,2023-08-02 20:45:56.905392,0.1881,0.0693,25–34,,0,1
45,Female,52409.62,Rural,Text,Travel,Website,8,2024-02-16 20:45:56.905392,0.3332,0.0296,45–54,Middle,0,0
-3,Male,66157.86,Urban,Text,Fashion,Social Media,6,2023-06-22 20:45:56.905392,0.1221,0.0629,,Upper-Middle,1,0
20,Female,62042.42,Urban,Banner,Technology,Social Media,0,2023-11-04 20:45:56.905392,0.4271,0.0456,18–24,Upper-Middle,0,0
30,Male,32696.2,Urban,Video,Fashion,Social Media,3,2024-02-09 20:45:56.905392,0.1123,0.0963,25–34,Middle,1,0
27,Other,46933.59,Rural,Banner,Fashion,Search Engine,3,2024-02-09 20:45:56.905392,0.3252,0.0247,25–34,Middle,0,0
39,Other,45190.19,Rural,Native,Technology,Website,7,2023-08-28 20:45:56.905392,0.3778,0.016,35–44,Middle,0,0
50,Male,48784.73,Rural,Native,Finance,Search Engine,6,2023-05-28 20:45:56.905392,0.1611,0.0115,45–54,Middle,0,0
